Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
MqttClientException,1,1,1,0,1,27,1,0,0,1,1,5
MqttClientErrorCode,0,0,0,0,0,46,0,0,0,0,0,6
MqttCommunicationException,0,2,0,0,2,19,2,0,0,0,0,1
MqttConnectionException,0,1,0,0,1,9,1,0,0,0,0,1
MqttTimeoutException,0,0,0,0,0,6,0,0,0,0,0,0
MqttMsgBase,36,3,4,3,1,215,6,14,0,1,1,15
MqttMsgConnack,11,4,1,6,4,105,5,0,1,0.93,2,1
MqttMsgConnect,40,6,12,0,6,474,16,0,1,0.84,4,2
MqttMsgConnectEventArgs,0,1,1,0,1,21,1,0,0,0,1,0
MqttMsgContext,0,0,5,0,0,41,0,0,0,0,0,1
MqttMsgFlow,0,0,0,0,0,14,0,0,0,0,0,1
MqttMsgState,0,0,0,0,0,58,0,0,0,0,0,1
MqttMsgDisconnect,0,4,0,0,4,47,4,0,1,0,2,1
MqttMsgPingReq,0,4,0,0,4,47,4,0,1,0,2,1
MqttMsgPingResp,0,4,0,0,4,47,4,0,1,0,2,1
MqttMsgPuback,1,4,1,0,4,95,5,0,1,1,2,1
MqttMsgPubcomp,1,4,1,0,4,94,5,0,1,1,2,1
MqttMsgPublish,3,6,3,0,6,218,16,0,1,0.78,4,1
MqttMsgPublishEventArgs,5,1,5,0,1,89,1,0,0,0,0,1
MqttMsgPublishedEventArgs,1,1,1,0,1,29,1,0,0,0,0,1
MqttMsgPubrec,1,4,1,0,4,94,5,0,1,1,2,1
MqttMsgPubrel,1,4,1,0,4,102,5,0,1,1,2,1
MqttMsgSuback,2,4,2,0,4,124,8,0,1,1,2,1
MqttMsgSubscribe,3,5,3,0,5,209,15,0,1,0.8,4,1
MqttMsgSubscribedEventArgs,2,1,2,0,1,44,1,0,0,0,0,1
MqttMsgSubscribeEventArgs,3,1,3,0,1,59,1,0,0,0,0,0
MqttMsgUnsuback,1,4,1,0,4,96,5,0,1,1,2,1
MqttMsgUnsubscribe,2,5,2,0,5,178,13,0,1,0.8,4,1
MqttMsgUnsubscribedEventArgs,1,1,1,0,1,29,1,0,0,0,0,1
MqttMsgUnsubscribeEventArgs,2,1,2,0,1,44,1,0,0,0,0,0
MqttClient,19,38,7,0,16,1703,153,0,0,0.98,30,0
Fx,0,2,0,0,2,14,2,0,0,0,0,1
MqttNetworkChannel,10,7,4,0,7,243,17,0,1,0.84,0,1
IPAddressUtility,0,1,0,0,1,20,1,0,0,0,0,0
MqttSettings,7,1,7,6,0,84,1,0,0,0,0,1
IMqttNetworkChannel,0,4,1,0,0,32,4,1,0,0,0,16
QueueExtension,0,1,0,0,0,26,2,0,0,0,0,0
TraceLevel,0,0,0,0,0,11,0,0,0,0,0,1
Trace,2,5,0,2,5,39,10,0,0,0,1,0
