Architecture smell,Project,Namespace,Cause
Feature Concentration,Catel.Core.NET46,System.ComponentModel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BeginEditEventArgs' EditEventArgs' EndEditEventArgs' CancelEditEventArgs]' [CancelEditCompletedEventArgs]' [PropertyChangedEventArgsExtensions]' [IAdvancedEditableObject]' [IDataWarningInfo]' [INotifyDataWarningInfo]. LCC (Lack of Component Cohesion) = 0.67
Feature Concentration,Catel.Core.NET46,Catel.Configuration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConfigurationContainer' ConfigurationService' DynamicConfiguration' DynamicConfigurationSerializerModifier' DynamicConfigurationExtensions' IConfigurationServiceExtensions' IConfigurationService]' [ConfigurationChangedEventArgs' ConfigurationExtensions]. LCC (Lack of Component Cohesion) = 0.22
Feature Concentration,Catel.Core.NET46,Catel.Data,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExcludeFromValidationAttribute]' [ValidateModelAttribute' AttributeValidatorProvider' ValidatorProviderBase' CompositeValidator' CompositeValidatorProvider' IValidator' IValidatorProvider' ValidatorBase]' [SuspensionContext' ModelBase' ObservableObject' PropertyBag' PropertyDataManager' SavableModelBase' FieldValidationResult' CatelTypeInfo' EventChangeType' ChangeNotificationWrapper' AdvancedPropertyChangingEventArgs' IParentExtensions' IParent' ModelBaseExtensions' ValidationResultType' ValidationContext' BusinessRuleValidationResult' ObservableObjectExtensions' ValidationExtensions' ValidationContextChangeType' ValidationContextChange' ValidationContextHelper' ValidationSummary' XmlNameMapper' IAdvancedNotifyPropertyChanged' IAdvancedNotifyPropertyChanging' IModel' IModelEditor' IModelSerialization' IModelValidation' ISavableModel' IModelEqualityComparer' ModelEqualityComparer' IValidationContext' IValidationResult' IFieldValidationResult' IBusinessRuleValidationResult' ValidationResult' IValidationSummary' SerializationMode]' [AdvancedPropertyChangedEventArgs]' [ValidationEventArgs' IModelValidationExtensions]' [InvalidPropertyException]' [InvalidPropertyValueException]' [PropertyAlreadyRegisteredException]' [PropertyNotNullableException]' [PropertyNotRegisteredException]' [EditableObjectHelper]' [IValueValidator]' [BoxingCache]' [PropertyData]' [PropertyValue]. LCC (Lack of Component Cohesion) = 0.24
Feature Concentration,Catel.Core.NET46,Catel.ExceptionHandling,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BufferedEventArgs]' [RetryingEventArgs]' [ExceptionHandler' ExceptionService' IBufferPolicy' IExceptionHandler' IExceptionService' IPolicy' IRetryPolicy' BufferPolicy' PolicyBase' RetryPolicy' ExceptionInheritanceComparer' ExceptionHandlerExtensions' ExceptionServiceExtensions]. LCC (Lack of Component Cohesion) = 0.2
Feature Concentration,Catel.Core.NET46,Catel.IoC,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InjectAttribute]' [InjectionConstructorAttribute]' [ServiceLocatorRegistrationMode' ServiceLocatorRegistrationAttribute' RegistrationType' ServiceLocator' ServiceLocatorAutoRegistrationManager' TypeRequestInfo' TypeRequestPath' CatelDependencyResolver' IDependencyResolver' IDependencyResolverManager' IoCConfiguration' IoCFactory' TypeFactory' FirstInterfaceRegistrationConvention' RegistrationConventionBase' ServiceLocatorExtensions' IRegistrationConvention' IRegistrationConventionHandler' RegistrationConventionHandler' NamingRegistrationConvention' DependencyResolverManager' ObjectExtensions' MissingTypeEventArgs' TypeRegisteredEventArgs' CircularDependencyException' ITypeRequestPath' DependencyResolverExtensions' RegistrationConventionHandlerExtensions' INeedCustomInitialization' IServiceLocator' IServiceLocatorInitializer' ITypeFactory' LateBoundImplementation' RegistrationInfo]' [IoCConfigurationSection' ServiceLocatorConfiguration' ServiceLocatorConfigurationCollection' Registration]' [TypeInstantiatedEventArgs]' [ExternalContainerNotSupportedException]' [TypeNotRegisteredException]' [TypeFactoryExtensions]' [ServiceLocatorRegistration]' [ServiceLocatorRegistrationGroup]. LCC (Lack of Component Cohesion) = 0.22
Feature Concentration,Catel.Core.NET46,Catel.Reflection,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CachedPropertyInfo]' [AssemblyLoadedEventArgs' TypeCache' AppDomainExtensions' AssemblyExtensions' AssemblyHelper' TypeHelper' IEntryAssemblyResolver]' [CannotGetPropertyValueException]' [CannotSetPropertyValueException]' [PropertyNotFoundException]' [DelegateExtensions]' [MemberInfoExtensions]' [ObjectExtensions]' [ReflectionExtensions' BindingFlagsHelper' DelegateHelper]' [TypeInfoExtensions]' [TypeExtensions]' [PropertyHelper]' [StaticHelper]. LCC (Lack of Component Cohesion) = 0.62
Feature Concentration,Catel.Core.NET46,Catel.Runtime.Serialization,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExcludeFromSerializationAttribute' SerializableKeyValuePair' SerializationManager' SerializerBase' IncludeInSerializationAttribute' SerializerModifierAttribute' MemberSerializationEventArgs' SerializationEventArgs' SerializationContextHelper' SerializationContext' IObjectAdapter' ObjectAdapter' IPropertySerializable' IFieldSerializable' ISerializationConfiguration' SerializationConfiguration' SerializationContextMode' ISerializationContext' ISerializationManager' ISerializer' ISerializerModifier' SerializerModifierBase' MemberMetadata' SerializationMemberGroup' MemberValue' SerializationModelInfo' SerializationObject' KeyValuePairSerializerModifier' SerializationScope]' [SerializeAsCollectionAttribute]' [SerializeEnumAsStringAttribute]' [SerializeUsingParseAndToStringAttribute]' [CacheInvalidatedEventArgs]' [ISerializationContextExtensions]' [ISerializationManagerExtensions]' [ISerializerExtensions]' [ISerializable]' [ISerializationContextInfoFactory]' [ISerializationContextInfo' SerializationInfoSerializationContextInfo]' [SerializationFactory]. LCC (Lack of Component Cohesion) = 0.29
Feature Concentration,Catel.Core.NET46,Catel.Services,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IObjectConverterServiceExtensions]' [IRollingInMemoryLogService' RollingInMemoryLogService' ServiceBase' IService]' [IObjectConverterService' ObjectConverterService]' [ILanguageService' LanguageService' LanguageServiceBase]' [ILanguageSource]. LCC (Lack of Component Cohesion) = 0.45
Feature Concentration,Catel.Core.NET46,Catel.Threading,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AsyncLock' AwaitableDisposable' TaskShim' AsyncWaitQueueExtensions' TaskHelper]' [DefaultAsyncWaitQueue' IAsyncWaitQueue]' [ReaderWriterLockSlimExtensions]' [SynchronizationContextExtensions' SynchronizationContext]' [TaskExtensions]' [Deque]' [Timeout' Timer]. LCC (Lack of Component Cohesion) = 0.5
Scattered Functionality,Catel.Core.NET46,Catel.ApiCop.Rules,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Catel' Catel.Data
Scattered Functionality,Catel.Core.NET46,Catel.IoC,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Catel.Collections' Catel.Reflection
Scattered Functionality,Catel.Core.NET46,Catel.Runtime.Serialization,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Catel.Data' Catel.Reflection
