Project,Namespace,Ca types,Ce types
TestRunner.iOS,TestRunner.iOS,,CouchbaseConnect2014.Services.IImageResizerService' CouchbaseConnect2014.Services.ImageResizerService' TinyIoC.TinyIoCContainer
TestRunner.iOS,CouchbaseConnect2014.Tests,CouchbaseConnect2014.Tests.ViewModels.HomeViewModelTests,
TestRunner.iOS,CouchbaseConnect2014.Tests.ViewModels,,
TestRunner.iOS,CouchbaseConnect2014.Tests.Mocks,CouchbaseConnect2014.Tests.ViewModels.HomeViewModelTests' CouchbaseConnect2014.Tests.ViewModels.AgendaViewModelTests' CouchbaseConnect2014.Tests.ViewModels.MenuViewModelTests' CouchbaseConnect2014.Tests.ViewModels.FullScheduleViewModelTests' CouchbaseConnect2014.Tests.ViewModels.EditProfileViewModelTests' CouchbaseConnect2014.Tests.ViewModels.ProfileViewModelTests,
TestRunner.iOS,CouchbaseConnect2014.Tests.Services,,
TestRunner.iOS,CouchbaseConnect2014.Models,CouchbaseConnect2014.ViewModels.FullScheduleCellViewModel' CouchbaseConnect2014.ViewModels.FullScheduleDayViewModel' CouchbaseConnect2014.Tests.ViewModels.FullScheduleViewModelTests' CouchbaseConnect2014.Tests.Mocks.MockRepository' CouchbaseConnect2014.ViewModels.FullScheduleViewModel' CouchbaseConnect2014.Tests.ViewModels.AgendaViewModelTests' CouchbaseConnect2014.ViewModels.AgendaViewModel' CouchbaseConnect2014.Services.IRepository' CouchbaseConnect2014.Services.Repository' CouchbaseConnect2014.ViewModels.ChooseSessionViewModel' CouchbaseConnect2014.ViewModels.QrCodeScannerViewModel' CouchbaseConnect2014.ViewModels.ProfileViewModel' CouchbaseConnect2014.ContactCellViewModel' CouchbaseConnect2014.ViewModels.MenuViewModel' CouchbaseConnect2014.ContactView' CouchbaseConnect2014.Tests.ViewModels.EditProfileViewModelTests' CouchbaseConnect2014.EditProfileViewModel' CouchbaseConnect2014.Tests.ViewModels.ProfileViewModelTests' CouchbaseConnect2014.ViewModels.ContactViewModel' CouchbaseConnect2014.ViewModels.ContactsViewModel' CouchbaseConnect2014.Tests.ViewModels.MenuViewModelTests' CouchbaseConnect2014.ViewModels.AgendaDayViewModel' CouchbaseConnect2014.Tests.ViewModels.AgendaDayViewModelTests' CouchbaseConnect2014.Tests.ViewModels.HomeViewModelTests' CouchbaseConnect2014.ViewModels.SessionInfoViewModel' CouchbaseConnect2014.Views.ChooseSessionView' CouchbaseConnect2014.HomeCurrentSessionViewModel' CouchbaseConnect2014.ViewModels.AgendaCellViewModel' CouchbaseConnect2014.ViewModels.HomeViewModel' CouchbaseConnect2014.ViewModels.FullScheduleSessionGroup' CouchbaseConnect2014.Services.ITwitterService' CouchbaseConnect2014.Tests.MockTwitterService' CouchbaseConnect2014.TweetCellViewModel' CouchbaseConnect2014.Services.TwitterService' CouchbaseConnect2014.Services.ICouchbaseUserService' CouchbaseConnect2014.Services.CouchbaseUserService' CouchbaseConnect2014.ViewModels.ConferenceSurveyViewModel' CouchbaseConnect2014.ScavengerHuntCaptureViewModel' CouchbaseConnect2014.ViewModels.ScavengerHuntViewModel' CouchbaseConnect2014.Views.ScavengerHuntCaptureView' CouchbaseConnect2014.ScavengerHuntCellViewModel,
TestRunner.iOS,CouchbaseConnect2014.Services,CouchbaseConnect2014.ViewModels.MenuViewModel' CouchbaseConnect2014.ViewModels.ContactsViewModel' CouchbaseConnect2014.App' CouchbaseConnect2014.Tests.Mocks.MockTimeService' CouchbaseConnect2014.ViewModels.AgendaViewModel' CouchbaseConnect2014.ViewModels.HomeViewModel' CouchbaseConnect2014.Tests.Mocks.MockRepository' CouchbaseConnect2014.ViewModels.ChooseSessionViewModel' CouchbaseConnect2014.EditProfileViewModel' CouchbaseConnect2014.ViewModels.FullScheduleDayViewModel' CouchbaseConnect2014.ViewModels.FullScheduleViewModel' CouchbaseConnect2014.ViewModels.FullScheduleCellViewModel' CouchbaseConnect2014.ViewModels.ProfileViewModel' CouchbaseConnect2014.ViewModels.ScavengerHuntViewModel' CouchbaseConnect2014.ViewModels.SessionInfoViewModel' CouchbaseConnect2014.ViewModels.RateSessionViewModel' CouchbaseConnect2014.ViewModels.QrCodeScannerViewModel' CouchbaseConnect2014.ScavengerHuntCaptureViewModel' CouchbaseConnect2014.ViewModels.ConferenceSurveyViewModel' CouchbaseConnect2014.ViewModels.FiltersViewModel' CouchbaseConnect2014.Tests.MockTwitterService' CouchbaseConnect2014.Tests.Services.TwitterServiceTests' CouchbaseConnect2014.Tests.CouchbaseUserServiceTests' TestRunner.iOS.UnitTestAppDelegate' CouchbaseConnect2014.Tests.ImageResizerServiceTests,
TestRunner.iOS,CouchbaseConnect2014,CouchbaseConnect2014.Services.Repository' CouchbaseConnect2014.Services.IRepository' CouchbaseConnect2014.Tests.Mocks.MockRepository' CouchbaseConnect2014.Tests.ViewModels.HomeViewModelTests' CouchbaseConnect2014.ViewModels.RateSessionViewModel' CouchbaseConnect2014.ViewModels.ContactsViewModel' CouchbaseConnect2014.Tests.ViewModels.EditProfileViewModelTests' CouchbaseConnect2014.ViewModels.MenuViewModel' CouchbaseConnect2014.ViewModels.ProfileViewModel' CouchbaseConnect2014.ViewModels.FullScheduleViewModel' CouchbaseConnect2014.Views.HomeView' CouchbaseConnect2014.Views.ChooseSessionView' CouchbaseConnect2014.Controls.ContactCell' CouchbaseConnect2014.Views.ScavengerHuntView' CouchbaseConnect2014.ViewModels.ScavengerHuntViewModel' CouchbaseConnect2014.Views.ScavengerHuntCaptureView' CouchbaseConnect2014.ViewModels.HomeViewModel' CouchbaseConnect2014.Services.ImageResizerService' CouchbaseConnect2014.Tests.ImageCropLogicTests' CouchbaseConnect2014.Views.TwitterCell' CouchbaseConnect2014.ViewModels.BaseViewModel' CouchbaseConnect2014.ValueConverters.TrackTextColorConverter' CouchbaseConnect2014.ValueConverters.TrackBackgroundColorConverter' CouchbaseConnect2014.Controls.MenuCell' CouchbaseConnect2014.Views.MenuView' CouchbaseConnect2014.Views.ContactHeaderCell' CouchbaseConnect2014.Views.FullScheduleCell' CouchbaseConnect2014.Views.ContactsView' CouchbaseConnect2014.Controls.DayHeader' CouchbaseConnect2014.Views.ConferenceSurveyView' CouchbaseConnect2014.Controls.SessionItem' Shared.Front.SingleOptionRatingView' Shared.Front.MultipleOptionRatingView' CouchbaseConnect2014.Views.RateSessionView' CouchbaseConnect2014.Views.ProfileView' CouchbaseConnect2014.Views.FullScheduleHeaderCell' CouchbaseConnect2014.Views.AgendaCell,
TestRunner.iOS,TinyIoC,CouchbaseConnect2014.Services.CouchbaseService' TestRunner.iOS.UnitTestAppDelegate' CouchbaseConnect2014.Tests.ImageResizerServiceTests' CouchbaseConnect2014.App,
TestRunner.iOS,System.Reflection,,
